source_ticker,target_ticker,relation_type,weight,is_directed,valid_from,valid_to,evidence_source,note
VCB,SHB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,SSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,STB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,TCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,TPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,VIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,VPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,ABB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,ACB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,BID,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,CTG,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,EIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,HDB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,LPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,MBB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,MSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,OCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,SHB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,SSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,STB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,TCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,TPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VIB,VCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
