model,event_trading_date,n,mae,rmse,mean_y_true,mean_y_pred
GNN Correlation Only,2025-08-28,88,0.6328069619864484,0.7689465796359466,-0.20006302898135883,0.2707721253511136
GNN Correlation Only,2025-08-29,136,0.6479664601301922,0.7897612218150509,-0.1453050631166929,0.3048409825
GNN Correlation Only,2025-09-03,114,0.6905999578236829,0.8076728680381859,-0.23750580723086992,0.3176770456578948
GNN Correlation Only,2025-09-04,66,0.5733557675731532,0.7325078265591095,-0.2706651750839118,0.11003859580303031
GNN Correlation Only,2025-09-05,80,0.5449168286466556,0.6463573000166618,-0.26589589260984214,-0.012430067890000002
GNN Correlation Only,2025-09-08,68,0.8574533066336203,0.9752274542835756,-0.692036332014729,0.11101045341764705
GNN Correlation Only,2025-09-09,68,0.8655441732000646,0.9773507672457871,-0.583147019668318,0.1867634776661765
GNN Correlation Only,2025-09-10,30,0.7960898077151485,0.9400830940223678,-0.5063832828154167,0.058595532946666654
GNN Correlation Only,2025-09-11,48,0.9347706067844784,1.089282426938226,-0.7523090887504319,0.00758752086666666
GNN Correlation Only,2025-09-12,70,0.7894133409390379,0.9362734800412038,-0.5365998666201319,-0.07254018822928572
GNN Correlation Only,2025-09-15,52,0.8628948752759518,1.0263552961432196,-0.6407614733593968,0.18707380080000002
GNN Correlation Only,2025-09-16,48,0.8205681425624317,1.0530686471226234,-0.5739597231925776,0.040813431333333344
GNN Correlation Only,2025-09-17,52,0.5393312690456115,0.6785578216687347,-0.603710324718402,-0.1006971546923077
GNN Correlation Only,2025-09-18,60,0.6234279272831468,0.7241345992244789,-0.5061139052112897,0.03374607733333334
GNN Correlation Only,2025-09-19,54,0.6398029748592071,0.7277576475123406,-0.46342689792315167,0.04701040688888889
GNN Correlation Only,2025-09-22,64,0.6335892502997624,0.7352273598425721,-0.50593942462001,0.007890856500000005
GNN Correlation Only,2025-09-23,40,0.8013212077487288,0.9244442900647872,-0.5915107115637511,0.12224829870000001
GNN Correlation Only,2025-09-24,36,0.7230197028303174,0.8103033052915876,-0.6660241770247618,0.05699552580555556
GNN Correlation Only,2025-09-25,46,0.623798193417579,0.6864680725680767,-0.5250428372427173,-0.006549511923913034
GNN Correlation Only,2025-09-26,60,0.5155752586454395,0.5951833446607815,-0.4215045191347599,-0.06533355073333333
GNN Correlation Only,2025-09-29,78,0.6076439014828883,0.7380531032755674,0.32395532497992885,-0.0476816618076923
GNN Correlation Only,2025-09-30,50,0.6096661151402941,0.7231705104590004,0.2917064583301544,-0.1168948696
GNN Correlation Only,2025-10-01,50,0.5871298080315704,0.7479833843816667,0.2020943395793438,0.06852022226599998
GNN Correlation Only,2025-10-02,58,0.693116305332915,0.8200614709085675,0.21972038982243375,-0.1282912823103448
GNN Correlation Only,2025-10-03,50,0.5717294987807111,0.6702742634652534,0.175862440764904,0.07540521908799999
GNN Correlation Only,2025-10-06,64,0.6423321409349306,0.7314428359694353,-0.26870964182307944,0.21340963834843749
GNN Correlation Only,2025-10-07,50,0.4523306985515333,0.5627288488971878,-0.175495589338243,0.10163976937199999
GNN Correlation Only,2025-10-08,56,0.3108435656753587,0.41552448012335774,-0.17656355976526225,-0.2040144926517857
GNN Correlation Only,2025-10-09,54,0.4271163321906151,0.5168348839752912,-0.17065722467722716,-0.0654043948851852
GNN Correlation Only,2025-10-10,58,0.5208438827196152,0.63281740989651,-0.13070322923233796,0.009645070810344818
GNN Correlation Only,2025-10-13,50,1.0525860052590041,1.1541306075088602,0.7078819409012794,-0.16934406584
GNN Correlation Only,2025-10-14,42,1.067631430683878,1.1654522430592797,0.9612667716684795,-0.07130368711904762
GNN Correlation Only,2025-10-15,64,0.7556466785303024,0.8451230335336801,0.8789658676832914,0.170703149365625
GNN Correlation Only,2025-10-16,60,0.8256784047804391,0.940570585510258,0.8441125822563966,0.07010712105833332
GNN Correlation Only,2025-10-17,64,0.6854392179036358,0.7665402626930994,0.7578306240029633,0.15740470586093752
GNN Correlation Only,2025-10-20,76,0.4457169611612304,0.5423411952158925,0.22908238466142825,0.21061787094868423
GNN Correlation Only,2025-10-21,50,0.6460433261660462,0.7607940715004389,0.026874018348753453,0.40278760790000007
GNN Correlation Only,2025-10-22,42,0.5384803811477298,0.6629190880709304,-0.14036475024407818,0.1573798539047619
GNN Correlation Only,2025-10-23,50,0.5537472289215969,0.6472322381481095,-0.24974001288414002,-0.08303716236800002
GNN Correlation Only,2025-10-24,68,0.5747730612526659,0.7000750823295984,-0.26624001962516236,-0.11321354690441177
GNN Correlation Only,2025-10-27,62,0.6681003987060843,0.7995914102391386,-0.06557656277812296,0.30452171848548387
GNN Correlation Only,2025-10-28,100,0.5164830826369153,0.6146463468770547,0.12101141020655631,0.190500175785
GNN Correlation Only,2025-10-29,78,0.47906568344927136,0.589707060665075,0.01909450057129828,0.044846447052564097
GNN Correlation Only,2025-10-30,116,0.5561927973938052,0.6868076664079669,-0.13119824494010415,-0.009771680325862071
GNN Correlation Only,2025-10-31,98,0.5283144605890059,0.6720817115772587,0.011479436795284249,-0.11995897818979592
GNN Correlation Only,2025-11-03,54,0.4492622421712285,0.586355342203373,0.003313953815786927,0.230602363537037
GNN Correlation Only,2025-11-04,78,0.6568878963557491,0.7494147346191004,-0.38115324395207256,0.03401872552846153
GNN Correlation Only,2025-11-05,42,0.3478918806998584,0.477161356740757,-0.25644739078623907,-0.3428090292142857
GNN Correlation Only,2025-11-06,48,0.3137419226405442,0.4297054545902515,-0.28337500321989256,-0.3820157874791666
GNN Correlation Only,2025-11-07,50,0.4209334844723223,0.5377674957758758,-0.3970564894378185,-0.263014970038
GNN Correlation Only,2025-11-10,52,0.4135665126006842,0.5277182571137723,-0.5797752434244523,-0.33153524646153854
GNN Correlation Only,2025-11-11,52,0.49788505951396966,0.5952505242594502,-0.6995792504973136,-0.4035462814038461
GNN Correlation Only,2025-11-12,42,0.604427707326497,0.7243210851054428,-0.5520115909831864,-0.21480850906190477
GNN Correlation Only,2025-11-13,36,0.45085169558948174,0.5791486589361328,-0.7133575197723176,-0.5505337577222221
GNN Correlation Only,2025-11-14,66,0.7510647072474944,0.8435588843799189,-0.70503772998398,-0.027764252365151516
GNN Correlation Only,2025-11-17,64,0.7824683575325563,0.9054470523916698,-0.8600367773324251,-0.08041053949740626
GNN Correlation Only,2025-11-18,40,0.6843647030286467,0.7721984308382006,-0.6814870437607169,-0.047650985699999995
GNN Correlation Only,2025-11-19,58,0.4446506063745547,0.5410732841173276,-0.32233051001897145,-0.06451284250448275
GNN Correlation Only,2025-11-20,38,0.4517942040283243,0.5205117858926166,-0.45044055581092834,-0.10400823802631579
GNN Correlation Only,2025-11-21,48,0.6071131035891756,0.6997829199875637,-0.3334377268329263,0.049382842447916665
GNN Correlation Only,2025-11-24,80,0.43457299046674197,0.5630357973298202,-0.3597063962370157,-0.13183592602875
GNN Correlation Only,2025-11-25,58,0.4074232380101657,0.5404227777222605,-0.4900795557889445,-0.12292784653620689
GNN Correlation Only,2025-11-26,66,0.620748708993415,0.7375353729216675,-0.3659449321302501,-0.05120450925757577
GNN Correlation Only,2025-11-27,54,0.47264954161864126,0.5633451132611055,-0.22846735165350968,-0.1515801444259259
GNN Correlation Only,2025-11-28,78,0.5198620678090607,0.5817976130448541,-0.33838716798867935,0.011774916460897438
GNN Correlation Only,2025-12-01,64,0.5562195375972985,0.6868952319991138,-0.11428797220651177,-0.0710955986296875
GNN Correlation Only,2025-12-02,70,0.6468352733309234,0.7695969460977182,-0.05120044486331088,0.13874161052857145
GNN Correlation Only,2025-12-03,50,0.6158400670652519,0.6867965047192602,-0.11792576879262924,0.18844972789200004
GNN Correlation Only,2025-12-04,50,0.6931585459127434,0.7733567092383921,-0.14116075962781907,0.23586286930000003
GNN Correlation Only,2025-12-05,60,0.5335941100761635,0.6117783995606362,0.08346801071893423,0.25061132775
GNN Correlation Only,2025-12-08,76,0.4162351496826317,0.5038911938040261,0.20761902061732193,0.3284302832631579
GNN Correlation Only,2025-12-09,42,0.4109823762491248,0.5170459195900893,0.6144675633737019,0.263520697952381
GNN Correlation Only,2025-12-10,44,0.5924161828145954,0.7075256588102319,0.49401991814374924,0.21056756382954542
GNN Correlation Only,2025-12-11,54,0.6752692514216534,0.7735680062147017,0.7375843146884883,0.11236620850370371
GNN Correlation Only,2025-12-12,54,0.4513059565479434,0.5774221381268335,0.3017797464573825,0.10483794055555554
GNN Correlation Only,2025-12-15,54,0.3835393139627058,0.47269061646442906,0.02068736098051347,0.2950223975185185
GNN Correlation Only,2025-12-16,52,0.6006604392703463,0.7213058229450571,-0.14098394334387893,0.29480347128846157
GNN Correlation Only,2025-12-17,72,0.5158439032490034,0.5910081566620237,-0.21214387824551928,0.1366640686111111
GNN Correlation Only,2025-12-18,44,0.5601761161387848,0.6489839984491852,-0.10292873489247127,0.1695057684136364
GNN Correlation Only,2025-12-19,62,0.5366961371011192,0.6180081506896018,-0.10720998959075059,0.2152277083145161
